session_date,front_symbol,front_instrument_id,roll_effective,roll_day_flag
2019-06-21,NQU9,36742,False,False
2019-06-24,NQU9,36742,False,False
2019-06-25,NQU9,36742,False,False
2019-06-26,NQU9,36742,False,False
2019-06-27,NQU9,36742,False,False
2019-06-28,NQU9,36742,False,False
2019-07-01,NQU9,36742,False,False
2019-07-02,NQU9,36742,False,False
2019-07-03,NQU9,36742,False,False
2019-07-04,NQU9,36742,False,False
2019-07-05,NQU9,36742,False,False
2019-07-08,NQU9,36742,False,False
2019-07-09,NQU9,36742,False,False
2019-07-10,NQU9,36742,False,False
2019-07-11,NQU9,36742,False,False
2019-07-12,NQU9,36742,False,False
2019-07-15,NQU9,36742,False,False
2019-07-16,NQU9,36742,False,False
2019-07-17,NQU9,36742,False,False
2019-07-18,NQU9,36742,False,False
2019-07-19,NQU9,36742,False,False
2019-07-22,NQU9,36742,False,False
2019-07-23,NQU9,36742,False,False
2019-07-24,NQU9,36742,False,False
2019-07-25,NQU9,36742,False,False
2019-07-26,NQU9,36742,False,False
2019-07-29,NQU9,36742,False,False
2019-07-30,NQU9,36742,False,False
2019-07-31,NQU9,36742,False,False
2019-08-01,NQU9,36742,False,False
2019-08-02,NQU9,36742,False,False
2019-08-05,NQU9,36742,False,False
2019-08-06,NQU9,36742,False,False
2019-08-07,NQU9,36742,False,False
2019-08-08,NQU9,36742,False,False
2019-08-09,NQU9,36742,False,False
2019-08-12,NQU9,36742,False,False
2019-08-13,NQU9,36742,False,False
2019-08-14,NQU9,36742,False,False
2019-08-15,NQU9,36742,False,False
2019-08-16,NQU9,36742,False,False
2019-08-19,NQU9,36742,False,False
2019-08-20,NQU9,36742,False,False
2019-08-21,NQU9,36742,False,False
2019-08-22,NQU9,36742,False,False
2019-08-23,NQU9,36742,False,False
2019-08-26,NQU9,36742,False,False
2019-08-27,NQU9,36742,False,False
2019-08-28,NQU9,36742,False,False
2019-08-29,NQU9,36742,False,False
2019-08-30,NQU9,36742,False,False
2019-09-02,NQU9,36742,False,False
2019-09-03,NQU9,36742,False,False
2019-09-04,NQU9,36742,False,False
2019-09-05,NQU9,36742,False,False
2019-09-06,NQU9,36742,False,False
2019-09-09,NQU9,36742,False,False
2019-09-10,NQU9,36742,False,False
2019-09-11,NQU9,36742,False,False
2019-09-12,NQU9,36742,False,False
2019-09-13,NQU9,36742,False,True
2019-09-16,NQZ9,15907,True,True
2019-09-17,NQZ9,15907,False,False
2019-09-18,NQZ9,15907,False,False
2019-09-19,NQZ9,15907,False,False
2019-09-20,NQZ9,15907,False,False
2019-09-23,NQZ9,15907,False,False
2019-09-24,NQZ9,15907,False,False
2019-09-25,NQZ9,15907,False,False
2019-09-26,NQZ9,15907,False,False
2019-09-27,NQZ9,15907,False,False
2019-09-30,NQZ9,15907,False,False
2019-10-01,NQZ9,15907,False,False
2019-10-02,NQZ9,15907,False,False
2019-10-03,NQZ9,15907,False,False
2019-10-04,NQZ9,15907,False,False
2019-10-07,NQZ9,15907,False,False
2019-10-08,NQZ9,15907,False,False
2019-10-09,NQZ9,15907,False,False
2019-10-10,NQZ9,15907,False,False
2019-10-11,NQZ9,15907,False,False
2019-10-14,NQZ9,15907,False,False
2019-10-15,NQZ9,15907,False,False
2019-10-16,NQZ9,15907,False,False
2019-10-17,NQZ9,15907,False,False
2019-10-18,NQZ9,15907,False,False
2019-10-21,NQZ9,15907,False,False
2019-10-22,NQZ9,15907,False,False
2019-10-23,NQZ9,15907,False,False
2019-10-24,NQZ9,15907,False,False
2019-10-25,NQZ9,15907,False,False
2019-10-28,NQZ9,15907,False,False
2019-10-29,NQZ9,15907,False,False
2019-10-30,NQZ9,15907,False,False
2019-10-31,NQZ9,15907,False,False
2019-11-01,NQZ9,15907,False,False
2019-11-04,NQZ9,15907,False,False
2019-11-05,NQZ9,15907,False,False
2019-11-06,NQZ9,15907,False,False
2019-11-07,NQZ9,15907,False,False
2019-11-08,NQZ9,15907,False,False
2019-11-11,NQZ9,15907,False,False
2019-11-12,NQZ9,15907,False,False
2019-11-13,NQZ9,15907,False,False
2019-11-14,NQZ9,15907,False,False
2019-11-15,NQZ9,15907,False,False
2019-11-18,NQZ9,15907,False,False
2019-11-19,NQZ9,15907,False,False
2019-11-20,NQZ9,15907,False,False
2019-11-21,NQZ9,15907,False,False
2019-11-22,NQZ9,15907,False,False
2019-11-25,NQZ9,15907,False,False
2019-11-26,NQZ9,15907,False,False
2019-11-27,NQZ9,15907,False,False
2019-11-28,NQZ9,15907,False,False
2019-11-29,NQZ9,15907,False,False
2019-12-02,NQZ9,15907,False,False
2019-12-03,NQZ9,15907,False,False
2019-12-04,NQZ9,15907,False,False
2019-12-05,NQZ9,15907,False,False
2019-12-06,NQZ9,15907,False,False
2019-12-09,NQZ9,15907,False,False
2019-12-10,NQZ9,15907,False,False
2019-12-11,NQZ9,15907,False,False
2019-12-12,NQZ9,15907,False,False
2019-12-13,NQZ9,15907,False,True
2019-12-16,NQH0,10204,True,True
2019-12-17,NQH0,10204,False,False
2019-12-18,NQH0,10204,False,False
2019-12-19,NQH0,10204,False,False
2019-12-20,NQH0,10204,False,False
2019-12-23,NQH0,10204,False,False
2019-12-24,NQH0,10204,False,False
2019-12-26,NQH0,10204,False,False
2019-12-27,NQH0,10204,False,False
2019-12-30,NQH0,10204,False,False
2019-12-31,NQH0,10204,False,False
2020-01-02,NQH0,10204,False,False
2020-01-03,NQH0,10204,False,False
2020-01-06,NQH0,10204,False,False
2020-01-07,NQH0,10204,False,False
2020-01-08,NQH0,10204,False,False
2020-01-09,NQH0,10204,False,False
2020-01-10,NQH0,10204,False,False
2020-01-13,NQH0,10204,False,False
2020-01-14,NQH0,10204,False,False
2020-01-15,NQH0,10204,False,False
2020-01-16,NQH0,10204,False,False
2020-01-17,NQH0,10204,False,False
2020-01-20,NQH0,10204,False,False
2020-01-21,NQH0,10204,False,False
2020-01-22,NQH0,10204,False,False
2020-01-23,NQH0,10204,False,False
2020-01-24,NQH0,10204,False,False
2020-01-27,NQH0,10204,False,False
2020-01-28,NQH0,10204,False,False
2020-01-29,NQH0,10204,False,False
2020-01-30,NQH0,10204,False,False
2020-01-31,NQH0,10204,False,False
2020-02-03,NQH0,10204,False,False
2020-02-04,NQH0,10204,False,False
2020-02-05,NQH0,10204,False,False
2020-02-06,NQH0,10204,False,False
2020-02-07,NQH0,10204,False,False
2020-02-10,NQH0,10204,False,False
2020-02-11,NQH0,10204,False,False
2020-02-12,NQH0,10204,False,False
2020-02-13,NQH0,10204,False,False
2020-02-14,NQH0,10204,False,False
2020-02-17,NQH0,10204,False,False
2020-02-18,NQH0,10204,False,False
2020-02-19,NQH0,10204,False,False
2020-02-20,NQH0,10204,False,False
2020-02-21,NQH0,10204,False,False
2020-02-24,NQH0,10204,False,False
2020-02-25,NQH0,10204,False,False
2020-02-26,NQH0,10204,False,False
2020-02-27,NQH0,10204,False,False
2020-02-28,NQH0,10204,False,False
2020-03-02,NQH0,10204,False,False
2020-03-03,NQH0,10204,False,False
2020-03-04,NQH0,10204,False,False
2020-03-05,NQH0,10204,False,False
2020-03-06,NQH0,10204,False,False
2020-03-09,NQH0,10204,False,False
2020-03-10,NQH0,10204,False,False
2020-03-11,NQH0,10204,False,False
2020-03-12,NQH0,10204,False,False
2020-03-13,NQH0,10204,False,False
2020-03-16,NQH0,10204,False,True
2020-03-17,NQM0,16908,True,True
2020-03-18,NQM0,16908,False,False
2020-03-19,NQM0,16908,False,False
2020-03-20,NQM0,16908,False,False
2020-03-23,NQM0,16908,False,False
2020-03-24,NQM0,16908,False,False
2020-03-25,NQM0,16908,False,False
2020-03-26,NQM0,16908,False,False
2020-03-27,NQM0,16908,False,False
2020-03-30,NQM0,16908,False,False
2020-03-31,NQM0,16908,False,False
2020-04-01,NQM0,16908,False,False
2020-04-02,NQM0,16908,False,False
2020-04-03,NQM0,16908,False,False
2020-04-06,NQM0,16908,False,False
2020-04-07,NQM0,16908,False,False
2020-04-08,NQM0,16908,False,False
2020-04-09,NQM0,16908,False,False
2020-04-13,NQM0,16908,False,False
2020-04-14,NQM0,16908,False,False
2020-04-15,NQM0,16908,False,False
2020-04-16,NQM0,16908,False,False
2020-04-17,NQM0,16908,False,False
2020-04-20,NQM0,16908,False,False
2020-04-21,NQM0,16908,False,False
2020-04-22,NQM0,16908,False,False
2020-04-23,NQM0,16908,False,False
2020-04-24,NQM0,16908,False,False
2020-04-27,NQM0,16908,False,False
2020-04-28,NQM0,16908,False,False
2020-04-29,NQM0,16908,False,False
2020-04-30,NQM0,16908,False,False
2020-05-01,NQM0,16908,False,False
2020-05-04,NQM0,16908,False,False
2020-05-05,NQM0,16908,False,False
2020-05-06,NQM0,16908,False,False
2020-05-07,NQM0,16908,False,False
2020-05-08,NQM0,16908,False,False
2020-05-11,NQM0,16908,False,False
2020-05-12,NQM0,16908,False,False
2020-05-13,NQM0,16908,False,False
2020-05-14,NQM0,16908,False,False
2020-05-15,NQM0,16908,False,False
2020-05-18,NQM0,16908,False,False
2020-05-19,NQM0,16908,False,False
2020-05-20,NQM0,16908,False,False
2020-05-21,NQM0,16908,False,False
2020-05-22,NQM0,16908,False,False
2020-05-25,NQM0,16908,False,False
2020-05-26,NQM0,16908,False,False
2020-05-27,NQM0,16908,False,False
2020-05-28,NQM0,16908,False,False
2020-05-29,NQM0,16908,False,False
2020-06-01,NQM0,16908,False,False
2020-06-02,NQM0,16908,False,False
2020-06-03,NQM0,16908,False,False
2020-06-04,NQM0,16908,False,False
2020-06-05,NQM0,16908,False,False
2020-06-08,NQM0,16908,False,False
2020-06-09,NQM0,16908,False,False
2020-06-10,NQM0,16908,False,False
2020-06-11,NQM0,16908,False,False
2020-06-12,NQM0,16908,False,False
2020-06-15,NQM0,16908,False,True
2020-06-16,NQU0,14028,True,True
2020-06-17,NQU0,14028,False,False
2020-06-18,NQU0,14028,False,False
2020-06-19,NQU0,14028,False,False
2020-06-22,NQU0,14028,False,False
2020-06-23,NQU0,14028,False,False
2020-06-24,NQU0,14028,False,False
2020-06-25,NQU0,14028,False,False
2020-06-26,NQU0,14028,False,False
2020-06-29,NQU0,14028,False,False
2020-06-30,NQU0,14028,False,False
2020-07-01,NQU0,14028,False,False
2020-07-02,NQU0,14028,False,False
2020-07-03,NQU0,14028,False,False
2020-07-06,NQU0,14028,False,False
2020-07-07,NQU0,14028,False,False
2020-07-08,NQU0,14028,False,False
2020-07-09,NQU0,14028,False,False
2020-07-10,NQU0,14028,False,False
2020-07-13,NQU0,14028,False,False
2020-07-14,NQU0,14028,False,False
2020-07-15,NQU0,14028,False,False
2020-07-16,NQU0,14028,False,False
2020-07-17,NQU0,14028,False,False
2020-07-20,NQU0,14028,False,False
2020-07-21,NQU0,14028,False,False
2020-07-22,NQU0,14028,False,False
2020-07-23,NQU0,14028,False,False
2020-07-24,NQU0,14028,False,False
2020-07-27,NQU0,14028,False,False
2020-07-28,NQU0,14028,False,False
2020-07-29,NQU0,14028,False,False
2020-07-30,NQU0,14028,False,False
2020-07-31,NQU0,14028,False,False
2020-08-03,NQU0,14028,False,False
2020-08-04,NQU0,14028,False,False
2020-08-05,NQU0,14028,False,False
2020-08-06,NQU0,14028,False,False
2020-08-07,NQU0,14028,False,False
2020-08-10,NQU0,14028,False,False
2020-08-11,NQU0,14028,False,False
2020-08-12,NQU0,14028,False,False
2020-08-13,NQU0,14028,False,False
2020-08-14,NQU0,14028,False,False
2020-08-17,NQU0,14028,False,False
2020-08-18,NQU0,14028,False,False
2020-08-19,NQU0,14028,False,False
2020-08-20,NQU0,14028,False,False
2020-08-21,NQU0,14028,False,False
2020-08-24,NQU0,14028,False,False
2020-08-25,NQU0,14028,False,False
2020-08-26,NQU0,14028,False,False
2020-08-27,NQU0,14028,False,False
2020-08-28,NQU0,14028,False,False
2020-08-31,NQU0,14028,False,False
2020-09-01,NQU0,14028,False,False
2020-09-02,NQU0,14028,False,False
2020-09-03,NQU0,14028,False,False
2020-09-04,NQU0,14028,False,False
2020-09-07,NQU0,14028,False,False
2020-09-08,NQU0,14028,False,False
2020-09-09,NQU0,14028,False,False
2020-09-10,NQU0,14028,False,False
2020-09-11,NQU0,14028,False,False
2020-09-14,NQU0,14028,False,True
2020-09-15,NQZ0,16337,True,True
2020-09-16,NQZ0,16337,False,False
2020-09-17,NQZ0,16337,False,False
2020-09-18,NQZ0,16337,False,False
2020-09-21,NQZ0,16337,False,False
2020-09-22,NQZ0,16337,False,False
2020-09-23,NQZ0,16337,False,False
2020-09-24,NQZ0,16337,False,False
2020-09-25,NQZ0,16337,False,False
2020-09-28,NQZ0,16337,False,False
2020-09-29,NQZ0,16337,False,False
2020-09-30,NQZ0,16337,False,False
2020-10-01,NQZ0,16337,False,False
2020-10-02,NQZ0,16337,False,False
2020-10-05,NQZ0,16337,False,False
2020-10-06,NQZ0,16337,False,False
2020-10-07,NQZ0,16337,False,False
2020-10-08,NQZ0,16337,False,False
2020-10-09,NQZ0,16337,False,False
2020-10-12,NQZ0,16337,False,False
2020-10-13,NQZ0,16337,False,False
2020-10-14,NQZ0,16337,False,False
2020-10-15,NQZ0,16337,False,False
2020-10-16,NQZ0,16337,False,False
2020-10-19,NQZ0,16337,False,False
2020-10-20,NQZ0,16337,False,False
2020-10-21,NQZ0,16337,False,False
2020-10-22,NQZ0,16337,False,False
2020-10-23,NQZ0,16337,False,False
2020-10-26,NQZ0,16337,False,False
2020-10-27,NQZ0,16337,False,False
2020-10-28,NQZ0,16337,False,False
2020-10-29,NQZ0,16337,False,False
2020-10-30,NQZ0,16337,False,False
2020-11-02,NQZ0,16337,False,False
2020-11-03,NQZ0,16337,False,False
2020-11-04,NQZ0,16337,False,False
2020-11-05,NQZ0,16337,False,False
2020-11-06,NQZ0,16337,False,False
2020-11-09,NQZ0,16337,False,False
2020-11-10,NQZ0,16337,False,False
2020-11-11,NQZ0,16337,False,False
2020-11-12,NQZ0,16337,False,False
2020-11-13,NQZ0,16337,False,False
2020-11-16,NQZ0,16337,False,False
2020-11-17,NQZ0,16337,False,False
2020-11-18,NQZ0,16337,False,False
2020-11-19,NQZ0,16337,False,False
2020-11-20,NQZ0,16337,False,False
2020-11-23,NQZ0,16337,False,False
2020-11-24,NQZ0,16337,False,False
2020-11-25,NQZ0,16337,False,False
2020-11-26,NQZ0,16337,False,False
2020-11-27,NQZ0,16337,False,False
2020-11-30,NQZ0,16337,False,False
2020-12-01,NQZ0,16337,False,False
2020-12-02,NQZ0,16337,False,False
2020-12-03,NQZ0,16337,False,False
2020-12-04,NQZ0,16337,False,False
2020-12-07,NQZ0,16337,False,False
2020-12-08,NQZ0,16337,False,False
2020-12-09,NQZ0,16337,False,False
2020-12-10,NQZ0,16337,False,False
2020-12-11,NQZ0,16337,False,False
2020-12-14,NQZ0,16337,False,True
2020-12-15,NQH1,4378,True,True
2020-12-16,NQH1,4378,False,False
2020-12-17,NQH1,4378,False,False
2020-12-18,NQH1,4378,False,False
2020-12-21,NQH1,4378,False,False
2020-12-22,NQH1,4378,False,False
2020-12-23,NQH1,4378,False,False
2020-12-24,NQH1,4378,False,False
2020-12-28,NQH1,4378,False,False
2020-12-29,NQH1,4378,False,False
2020-12-30,NQH1,4378,False,False
2020-12-31,NQH1,4378,False,False
2021-01-04,NQH1,4378,False,False
2021-01-05,NQH1,4378,False,False
2021-01-06,NQH1,4378,False,False
2021-01-07,NQH1,4378,False,False
2021-01-08,NQH1,4378,False,False
2021-01-11,NQH1,4378,False,False
2021-01-12,NQH1,4378,False,False
2021-01-13,NQH1,4378,False,False
2021-01-14,NQH1,4378,False,False
2021-01-15,NQH1,4378,False,False
2021-01-18,NQH1,4378,False,False
2021-01-19,NQH1,4378,False,False
2021-01-20,NQH1,4378,False,False
2021-01-21,NQH1,4378,False,False
2021-01-22,NQH1,4378,False,False
2021-01-25,NQH1,4378,False,False
2021-01-26,NQH1,4378,False,False
2021-01-27,NQH1,4378,False,False
2021-01-28,NQH1,4378,False,False
2021-01-29,NQH1,4378,False,False
2021-02-01,NQH1,4378,False,False
2021-02-02,NQH1,4378,False,False
2021-02-03,NQH1,4378,False,False
2021-02-04,NQH1,4378,False,False
2021-02-05,NQH1,4378,False,False
2021-02-08,NQH1,4378,False,False
2021-02-09,NQH1,4378,False,False
2021-02-10,NQH1,4378,False,False
2021-02-11,NQH1,4378,False,False
2021-02-12,NQH1,4378,False,False
2021-02-15,NQH1,4378,False,False
2021-02-16,NQH1,4378,False,False
2021-02-17,NQH1,4378,False,False
2021-02-18,NQH1,4378,False,False
2021-02-19,NQH1,4378,False,False
2021-02-22,NQH1,4378,False,False
2021-02-23,NQH1,4378,False,False
2021-02-24,NQH1,4378,False,False
2021-02-25,NQH1,4378,False,False
2021-02-26,NQH1,4378,False,False
2021-03-01,NQH1,4378,False,False
2021-03-02,NQH1,4378,False,False
2021-03-03,NQH1,4378,False,False
2021-03-04,NQH1,4378,False,False
2021-03-05,NQH1,4378,False,False
2021-03-08,NQH1,4378,False,False
2021-03-09,NQH1,4378,False,False
2021-03-10,NQH1,4378,False,False
2021-03-11,NQH1,4378,False,False
2021-03-12,NQH1,4378,False,False
2021-03-15,NQH1,4378,False,True
2021-03-16,NQM1,2786,True,True
2021-03-17,NQM1,2786,False,False
2021-03-18,NQM1,2786,False,False
2021-03-19,NQM1,2786,False,False
2021-03-22,NQM1,2786,False,False
2021-03-23,NQM1,2786,False,False
2021-03-24,NQM1,2786,False,False
2021-03-25,NQM1,2786,False,False
2021-03-26,NQM1,2786,False,False
2021-03-29,NQM1,2786,False,False
2021-03-30,NQM1,2786,False,False
2021-03-31,NQM1,2786,False,False
2021-04-01,NQM1,2786,False,False
2021-04-05,NQM1,2786,False,False
2021-04-06,NQM1,2786,False,False
2021-04-07,NQM1,2786,False,False
2021-04-08,NQM1,2786,False,False
2021-04-09,NQM1,2786,False,False
2021-04-12,NQM1,2786,False,False
2021-04-13,NQM1,2786,False,False
2021-04-14,NQM1,2786,False,False
2021-04-15,NQM1,2786,False,False
2021-04-16,NQM1,2786,False,False
2021-04-19,NQM1,2786,False,False
2021-04-20,NQM1,2786,False,False
2021-04-21,NQM1,2786,False,False
2021-04-22,NQM1,2786,False,False
2021-04-23,NQM1,2786,False,False
2021-04-26,NQM1,2786,False,False
2021-04-27,NQM1,2786,False,False
2021-04-28,NQM1,2786,False,False
2021-04-29,NQM1,2786,False,False
2021-04-30,NQM1,2786,False,False
2021-05-03,NQM1,2786,False,False
2021-05-04,NQM1,2786,False,False
2021-05-05,NQM1,2786,False,False
2021-05-06,NQM1,2786,False,False
2021-05-07,NQM1,2786,False,False
2021-05-10,NQM1,2786,False,False
2021-05-11,NQM1,2786,False,False
2021-05-12,NQM1,2786,False,False
2021-05-13,NQM1,2786,False,False
2021-05-14,NQM1,2786,False,False
2021-05-17,NQM1,2786,False,False
2021-05-18,NQM1,2786,False,False
2021-05-19,NQM1,2786,False,False
2021-05-20,NQM1,2786,False,False
2021-05-21,NQM1,2786,False,False
2021-05-24,NQM1,2786,False,False
2021-05-25,NQM1,2786,False,False
2021-05-26,NQM1,2786,False,False
2021-05-27,NQM1,2786,False,False
2021-05-28,NQM1,2786,False,False
2021-05-31,NQM1,2786,False,False
2021-06-01,NQM1,2786,False,False
2021-06-02,NQM1,2786,False,False
2021-06-03,NQM1,2786,False,False
2021-06-04,NQM1,2786,False,False
2021-06-07,NQM1,2786,False,False
2021-06-08,NQM1,2786,False,False
2021-06-09,NQM1,2786,False,False
2021-06-10,NQM1,2786,False,False
2021-06-11,NQM1,2786,False,False
2021-06-14,NQM1,2786,False,True
2021-06-15,NQU1,828,True,True
2021-06-16,NQU1,828,False,False
2021-06-17,NQU1,828,False,False
2021-06-18,NQU1,828,False,False
2021-06-21,NQU1,828,False,False
2021-06-22,NQU1,828,False,False
2021-06-23,NQU1,828,False,False
2021-06-24,NQU1,828,False,False
2021-06-25,NQU1,828,False,False
2021-06-28,NQU1,828,False,False
2021-06-29,NQU1,828,False,False
2021-06-30,NQU1,828,False,False
2021-07-01,NQU1,828,False,False
2021-07-02,NQU1,828,False,False
2021-07-05,NQU1,828,False,False
2021-07-06,NQU1,828,False,False
2021-07-07,NQU1,828,False,False
2021-07-08,NQU1,828,False,False
2021-07-09,NQU1,828,False,False
2021-07-12,NQU1,828,False,False
2021-07-13,NQU1,828,False,False
2021-07-14,NQU1,828,False,False
2021-07-15,NQU1,828,False,False
2021-07-16,NQU1,828,False,False
2021-07-19,NQU1,828,False,False
2021-07-20,NQU1,828,False,False
2021-07-21,NQU1,828,False,False
2021-07-22,NQU1,828,False,False
2021-07-23,NQU1,828,False,False
2021-07-26,NQU1,828,False,False
2021-07-27,NQU1,828,False,False
2021-07-28,NQU1,828,False,False
2021-07-29,NQU1,828,False,False
2021-07-30,NQU1,828,False,False
2021-08-02,NQU1,828,False,False
2021-08-03,NQU1,828,False,False
2021-08-04,NQU1,828,False,False
2021-08-05,NQU1,828,False,False
2021-08-06,NQU1,828,False,False
2021-08-09,NQU1,828,False,False
2021-08-10,NQU1,828,False,False
2021-08-11,NQU1,828,False,False
2021-08-12,NQU1,828,False,False
2021-08-13,NQU1,828,False,False
2021-08-16,NQU1,828,False,False
2021-08-17,NQU1,828,False,False
2021-08-18,NQU1,828,False,False
2021-08-19,NQU1,828,False,False
2021-08-20,NQU1,828,False,False
2021-08-23,NQU1,828,False,False
2021-08-24,NQU1,828,False,False
2021-08-25,NQU1,828,False,False
2021-08-26,NQU1,828,False,False
2021-08-27,NQU1,828,False,False
2021-08-30,NQU1,828,False,False
2021-08-31,NQU1,828,False,False
2021-09-01,NQU1,828,False,False
2021-09-02,NQU1,828,False,False
2021-09-03,NQU1,828,False,False
2021-09-06,NQU1,828,False,False
2021-09-07,NQU1,828,False,False
2021-09-08,NQU1,828,False,False
2021-09-09,NQU1,828,False,False
2021-09-10,NQU1,828,False,True
2021-09-13,NQZ1,2770,True,True
2021-09-14,NQZ1,2770,False,False
2021-09-15,NQZ1,2770,False,False
2021-09-16,NQZ1,2770,False,False
2021-09-17,NQZ1,2770,False,False
2021-09-20,NQZ1,2770,False,False
2021-09-21,NQZ1,2770,False,False
2021-09-22,NQZ1,2770,False,False
2021-09-23,NQZ1,2770,False,False
2021-09-24,NQZ1,2770,False,False
2021-09-27,NQZ1,2770,False,False
2021-09-28,NQZ1,2770,False,False
2021-09-29,NQZ1,2770,False,False
2021-09-30,NQZ1,2770,False,False
2021-10-01,NQZ1,2770,False,False
2021-10-04,NQZ1,2770,False,False
2021-10-05,NQZ1,2770,False,False
2021-10-06,NQZ1,2770,False,False
2021-10-07,NQZ1,2770,False,False
2021-10-08,NQZ1,2770,False,False
2021-10-11,NQZ1,2770,False,False
2021-10-12,NQZ1,2770,False,False
2021-10-13,NQZ1,2770,False,False
2021-10-14,NQZ1,2770,False,False
2021-10-15,NQZ1,2770,False,False
2021-10-18,NQZ1,2770,False,False
2021-10-19,NQZ1,2770,False,False
2021-10-20,NQZ1,2770,False,False
2021-10-21,NQZ1,2770,False,False
2021-10-22,NQZ1,2770,False,False
2021-10-25,NQZ1,2770,False,False
2021-10-26,NQZ1,2770,False,False
2021-10-27,NQZ1,2770,False,False
2021-10-28,NQZ1,2770,False,False
2021-10-29,NQZ1,2770,False,False
2021-11-01,NQZ1,2770,False,False
2021-11-02,NQZ1,2770,False,False
2021-11-03,NQZ1,2770,False,False
2021-11-04,NQZ1,2770,False,False
2021-11-05,NQZ1,2770,False,False
2021-11-08,NQZ1,2770,False,False
2021-11-09,NQZ1,2770,False,False
2021-11-10,NQZ1,2770,False,False
2021-11-11,NQZ1,2770,False,False
2021-11-12,NQZ1,2770,False,False
2021-11-15,NQZ1,2770,False,False
2021-11-16,NQZ1,2770,False,False
2021-11-17,NQZ1,2770,False,False
2021-11-18,NQZ1,2770,False,False
2021-11-19,NQZ1,2770,False,False
2021-11-22,NQZ1,2770,False,False
2021-11-23,NQZ1,2770,False,False
2021-11-24,NQZ1,2770,False,False
2021-11-25,NQZ1,2770,False,False
2021-11-26,NQZ1,2770,False,False
2021-11-29,NQZ1,2770,False,False
2021-11-30,NQZ1,2770,False,False
2021-12-01,NQZ1,2770,False,False
2021-12-02,NQZ1,2770,False,False
2021-12-03,NQZ1,2770,False,False
2021-12-06,NQZ1,2770,False,False
2021-12-07,NQZ1,2770,False,False
2021-12-08,NQZ1,2770,False,False
2021-12-09,NQZ1,2770,False,False
2021-12-10,NQZ1,2770,False,True
2021-12-13,NQH2,3541,True,True
2021-12-14,NQH2,3541,False,False
2021-12-15,NQH2,3541,False,False
2021-12-16,NQH2,3541,False,False
2021-12-17,NQH2,3541,False,False
2021-12-20,NQH2,3541,False,False
2021-12-21,NQH2,3541,False,False
2021-12-22,NQH2,3541,False,False
2021-12-23,NQH2,3541,False,False
2021-12-27,NQH2,3541,False,False
2021-12-28,NQH2,3541,False,False
2021-12-29,NQH2,3541,False,False
2021-12-30,NQH2,3541,False,False
2021-12-31,NQH2,3541,False,False
2022-01-03,NQH2,3541,False,False
2022-01-04,NQH2,3541,False,False
2022-01-05,NQH2,3541,False,False
2022-01-06,NQH2,3541,False,False
2022-01-07,NQH2,3541,False,False
2022-01-10,NQH2,3541,False,False
2022-01-11,NQH2,3541,False,False
2022-01-12,NQH2,3541,False,False
2022-01-13,NQH2,3541,False,False
2022-01-14,NQH2,3541,False,False
2022-01-17,NQH2,3541,False,False
2022-01-18,NQH2,3541,False,False
2022-01-19,NQH2,3541,False,False
2022-01-20,NQH2,3541,False,False
2022-01-21,NQH2,3541,False,False
2022-01-24,NQH2,3541,False,False
2022-01-25,NQH2,3541,False,False
2022-01-26,NQH2,3541,False,False
2022-01-27,NQH2,3541,False,False
2022-01-28,NQH2,3541,False,False
2022-01-31,NQH2,3541,False,False
2022-02-01,NQH2,3541,False,False
2022-02-02,NQH2,3541,False,False
2022-02-03,NQH2,3541,False,False
2022-02-04,NQH2,3541,False,False
2022-02-07,NQH2,3541,False,False
2022-02-08,NQH2,3541,False,False
2022-02-09,NQH2,3541,False,False
2022-02-10,NQH2,3541,False,False
2022-02-11,NQH2,3541,False,False
2022-02-14,NQH2,3541,False,False
2022-02-15,NQH2,3541,False,False
2022-02-16,NQH2,3541,False,False
2022-02-17,NQH2,3541,False,False
2022-02-18,NQH2,3541,False,False
2022-02-21,NQH2,3541,False,False
2022-02-22,NQH2,3541,False,False
2022-02-23,NQH2,3541,False,False
2022-02-24,NQH2,3541,False,False
2022-02-25,NQH2,3541,False,False
2022-02-28,NQH2,3541,False,False
2022-03-01,NQH2,3541,False,False
2022-03-02,NQH2,3541,False,False
2022-03-03,NQH2,3541,False,False
2022-03-04,NQH2,3541,False,False
2022-03-07,NQH2,3541,False,False
2022-03-08,NQH2,3541,False,False
2022-03-09,NQH2,3541,False,False
2022-03-10,NQH2,3541,False,False
2022-03-11,NQH2,3541,False,False
2022-03-14,NQH2,3541,False,True
2022-03-15,NQM2,2895,True,True
2022-03-16,NQM2,2895,False,False
2022-03-17,NQM2,2895,False,False
2022-03-18,NQM2,2895,False,False
2022-03-21,NQM2,2895,False,False
2022-03-22,NQM2,2895,False,False
2022-03-23,NQM2,2895,False,False
2022-03-24,NQM2,2895,False,False
2022-03-25,NQM2,2895,False,False
2022-03-28,NQM2,2895,False,False
2022-03-29,NQM2,2895,False,False
2022-03-30,NQM2,2895,False,False
2022-03-31,NQM2,2895,False,False
2022-04-01,NQM2,2895,False,False
2022-04-04,NQM2,2895,False,False
2022-04-05,NQM2,2895,False,False
2022-04-06,NQM2,2895,False,False
2022-04-07,NQM2,2895,False,False
2022-04-08,NQM2,2895,False,False
2022-04-11,NQM2,2895,False,False
2022-04-12,NQM2,2895,False,False
2022-04-13,NQM2,2895,False,False
2022-04-14,NQM2,2895,False,False
